espanol,quechua_texto,cluster_id,cluster_label,tema_clean,tipo_habla_clean,nivel_formalidad
Regresa si el dolor continúa.,Nanay mana chinkaptinqa kutimunki.,0,MANEJO_FIEBRE_PREVENCION,SEGUIMIENTO,dialogo_medico,formal
"No te preocupes, sanarás.","Ama llakikuychu, allinyanki.",6,SINTOMAS_SISTEMICOS_PIEL,TRATAMIENTO,dialogo_medico,formal
¿Tienes mucha sed?,Sinchitachu chaq'isunki?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,formal
¿No puedes orinar?,Mana hispayta atinkichu?,7,PROBLEMAS_FUNCIONALES_SUENO,SINTOMAS,dialogo_medico,formal
Orinas con dolor?,Hispaqtiki  nanasunkichu?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
El tratamiento terminó.,Allin hampiy tukupun.,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,dialogo_medico,formal
Veo dolor,Nanayta rikuni,3,EVALUACION_INTENSIDAD_DOLOR,DIAGNOSTICO,dialogo_medico,formal
¿Dónde duele?,Maypi nanan?,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,dialogo_medico,formal
¿Por qué duele?,Imanaktin nanan?,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,dialogo_medico,formal
¿Desde cuándo duele?,Hayk’aqmantataq nanan?,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,dialogo_medico,formal
¿Te duele la cabeza?,Umaykichu nanasunki?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
¿Te duele el corazón?,Sonqoykichu nanasunki?,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,informal
Tienes dolor de estómago,Wiksaykichu nanasunki?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
Me duele la garganta,Kunkaymi nanashahuan,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
Tienes fiebre,Ruphaywan kanshanki,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,dialogo_medico,informal
Estás con mucha fiebre,Nishuta rupashanki,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,dialogo_medico,informal
¿Tienes escalofríos?,Chiriwan kachkanki?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,informal
Tengo Mareo,Sonqoymi muyuy,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,informal
Tengo boca seca,simimi ch'akin,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,informal
Bebe agua,Unuchata ojhaykuy,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,dialogo_medico,informal
Bebe mas agua,Ashka unuchata ojhaykuy,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,dialogo_medico,informal
Toma la medicina,Hampiquitay ojhaykuy,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
Toma dos veces al día,Iskay kutita ojhanayki,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
Toma tres veces,Kimsa kutita ojhanayki,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
Tómalo después de comer,Mikhuspaña ojhanayki,0,MANEJO_FIEBRE_PREVENCION,TRATAMIENTO,dialogo_medico,informal
No lo tomes con comida,Mana mikhuspa ojhanayki,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
Descansa bien,Phuñumuy allinta,7,PROBLEMAS_FUNCIONALES_SUENO,TRATAMIENTO,dialogo_medico,informal
Descansa más,Astawan puñumuy,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,informal
No te preocupes,Ama llank’aychu,6,SINTOMAS_SISTEMICOS_PIEL,SEGUIMIENTO,dialogo_medico,informal
Relajate,Samaykuy allinta,1,SALUD_PEDIATRICA_FAMILIAR,TRATAMIENTO,dialogo_medico,informal
El dolor disminuirá,Pisiq'haña nanayki,3,EVALUACION_INTENSIDAD_DOLOR,SEGUIMIENTO,dialogo_medico,formal
Ya estás mejor,Allinllañ kachkanki,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,dialogo_medico,informal
Aún no estás bien,Manaraq allinchu kachkanki,7,PROBLEMAS_FUNCIONALES_SUENO,SEGUIMIENTO,dialogo_medico,informal
Análisis de sangre,Yawarnikita qawachisunchis,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,formal
te voy hacer sacar tu sangre,Hurquychisanki yawarnikita hurquy,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,informal
En tu sangre sale la enfermedad,Yawarnikipi honqoy llocsinq'ha,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,informal
No es grave,Manan nishuchu onkoyniki,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
Enfermedad grave,Onkoyniyki nishuña kaskhan,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,dialogo_medico,formal
ese medicamento te vas a comprar,Chay hampita rantiqunki,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,informal
te vamos a poner Inyección,Mat’ita churamusayki,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,informal
Toma la pastilla,Pastillata mikhuy,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
Toma el jarabe,Jarabita upyay,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
Tienes Inflamación estomacal,Wiksayki q’ipashan,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,dialogo_medico,formal
¿Tienes Dolor fuerte?,Nishutachu nanamushasunki?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
¿Tienes dolor leve?,Nanayki pisiñachu kachkan,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
No duele mucho,Manan nishuychu nananwan,2,DOLOR_LOCALIZADO_ESPECIFICO,SEGUIMIENTO,dialogo_medico,informal
Tu enfermedad esta avanzando,Unquyniki nishullapushan,1,SALUD_PEDIATRICA_FAMILIAR,SEGUIMIENTO,dialogo_medico,formal
Está mejorando,Onkoyniyki Thaniamushanña,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,dialogo_medico,informal
Mejoró bastante,Allintañan Thanishanki,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,dialogo_medico,informal
Tienes Enfermedad pulmonar,Q’asqomanta onqoyoshanki,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,dialogo_medico,formal
Tienes Enfermedad cardíaca,Sonqokimanta onqoyoshanki,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,dialogo_medico,formal
Tienes Enfermedad digestiva,Wiksaikimanta onqoyoshanki,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,dialogo_medico,formal
Toma bebidas caliente,Ruphamatichata ojhanayki,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
Come verduras,Q’umichata mikhunayki,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,dialogo_medico,informal
Esta es buena medicina,Kayqa allin hampi ma,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
¿Estas enfermo?,Unqusqachu kachkanki,11,SINTOMAS_DIGESTIVOS_MALESTAR,DIAGNOSTICO,dialogo_medico,informal
Tengo dolor.,Nanaywan kani.,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
Tengo dolor de cabeza.,Uma nanaywan kani.,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
Me duele el diente.,Kiruy nanawan.,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
Me duele el estómago.,Wiksay nanawan.,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
Tengo dolor de garganta.,Kunka nanaywan kani.,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
Me duele el pie.,Chaki nanawan.,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,dialogo_medico,informal
Me duele la mano.,Maki nanawan.,10,INSTRUCCIONES_MEDICACION_DOSIS,SINTOMAS,dialogo_medico,informal
Tengo fiebre.,Ruphaywan kani.,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,dialogo_medico,informal
Tengo frío.,Chiriywan kani.,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,informal
Tengo tos.,Q'uchuywan kani.,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
Estoy con tos.,Q'uchuywan kani.,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
Tengo la nariz tapada.,Sinqay wichq'asqa kachkan.,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,informal
Estoy sangrando.,Yawar lluqsishani.,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,informal
Estoy cansado(a).,Qhayqosqa kani.,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
No me siento bien.,Manan allinchu kani.,7,PROBLEMAS_FUNCIONALES_SUENO,SINTOMAS,dialogo_medico,informal
Iré al médico.,Hampiqman risaq.,5,DIAGNOSTICO_PROCEDIMIENTOS,SEGUIMIENTO,dialogo_medico,informal
Necesito un médico.,Hampiqta munani.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,informal
Necesito tratamiento.,Hampiyta munani.,4,SEGUIMIENTO_CONTROL_MEDICO,TRATAMIENTO,dialogo_medico,informal
Traigo dinero.,Qullqiyta apamuni.,10,INSTRUCCIONES_MEDICACION_DOSIS,SEGUIMIENTO,dialogo_medico,informal
¿Tienes dinero?,Qullqiyuqchu kanki?,6,SINTOMAS_SISTEMICOS_PIEL,SEGUIMIENTO,dialogo_medico,informal
¿Dónde está el dolor?,Maypitaq nanay kachkan?,3,EVALUACION_INTENSIDAD_DOLOR,DIAGNOSTICO,dialogo_medico,informal
Aquí está el dolor.,Kaypi nanay kachkan.,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,informal
¿Desde cuándo tienes dolor?,Hayk'aqmantataq nanaywan kanki?,3,EVALUACION_INTENSIDAD_DOLOR,DIAGNOSTICO,dialogo_medico,informal
Desde hoy.,Kunanmanta.,11,SINTOMAS_DIGESTIVOS_MALESTAR,DIAGNOSTICO,dialogo_medico,informal
Desde ayer.,Qayna p'unchawmanta.,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,dialogo_medico,informal
El médico está aquí.,Hampiq kaypi kachkan.,1,SALUD_PEDIATRICA_FAMILIAR,SEGUIMIENTO,dialogo_medico,informal
Toma tu medicina.,Hampiykita upyay.,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
Tómalo dos veces al día.,Iskay kuti p'unchawpi upyay.,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
Bebe agua.,Unuta upyay.,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
Descansa.,Samay.,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,informal
Duerme bien.,Allinta puñuy.,7,PROBLEMAS_FUNCIONALES_SUENO,TRATAMIENTO,dialogo_medico,informal
No te preocupes.,Ama llakikuychu.,6,SINTOMAS_SISTEMICOS_PIEL,PREVENCION,dialogo_medico,informal
¿Cómo te llamas?,Imataq sutiyki?,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,dialogo_medico,informal
¿Cuántos años tienes?,Hayk'a watayuq kanki?,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,dialogo_medico,informal
Tengo 20 años.,Ñuqaqa iskay chunka watayuq kani.,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,dialogo_medico,informal
¿Eres hombre o mujer?,Qharichu warmichu kanki?,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,informal
Bienvenido(a).,Allin hamuy.,1,SALUD_PEDIATRICA_FAMILIAR,SEGUIMIENTO,dialogo_medico,informal
¿Hay tos?,Q'uchuy kachkanchu?,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,dialogo_medico,informal
¿Hay fiebre?,Ruphay kachkanchu?,0,MANEJO_FIEBRE_PREVENCION,DIAGNOSTICO,dialogo_medico,informal
¿Hay dolor?,Nanay kachkanchu?,3,EVALUACION_INTENSIDAD_DOLOR,DIAGNOSTICO,dialogo_medico,informal
¿Estás bien?,Allillanchu kanki?,7,PROBLEMAS_FUNCIONALES_SUENO,DIAGNOSTICO,dialogo_medico,informal
"Sí, estoy bien.","Arí, allillanmi kani.",7,PROBLEMAS_FUNCIONALES_SUENO,DIAGNOSTICO,dialogo_medico,informal
No estoy bien.,Manan allillanchu kani.,7,PROBLEMAS_FUNCIONALES_SUENO,SINTOMAS,dialogo_medico,informal
¿Por qué vienes?,Imaraykutaq hamunki?,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,informal
Vengo por dolor.,Nanayrayku hamuni.,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
Regresa después.,Qhipaman kutimuy.,0,MANEJO_FIEBRE_PREVENCION,SEGUIMIENTO,dialogo_medico,informal
Espera aquí.,Kaypi suyay.,1,SALUD_PEDIATRICA_FAMILIAR,SEGUIMIENTO,dialogo_medico,informal
Escucha al médico.,Hampiqta uyariy.,4,SEGUIMIENTO_CONTROL_MEDICO,TRATAMIENTO,dialogo_medico,informal
Queremos buena salud.,Allin kawsayta munanchik.,0,MANEJO_FIEBRE_PREVENCION,PREVENCION,dialogo_medico,informal
El tratamiento es bueno.,Hampiyqa allinmi.,4,SEGUIMIENTO_CONTROL_MEDICO,TRATAMIENTO,dialogo_medico,informal
¿Qué es lo que le molesta o por qué viene?,¿Iman nanasunqui imarayku hamunki?,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,dialogo_medico,formal
¿Desde cuándo está enfermo?,¿Hayk'akmanta onq'oska kashanky?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,formal
¿Qué enfermedad tiene tu hijo?,¿Imamanta onq'oshan wawayki?,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,formal
¿Le duele la espalda?,¿Wasayki nanan?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
"¿Siente dolor al pasar la saliva o los alimentos, ardor o punza o le produce la tos?",¿Nananka hina mikunki tokaynikiwan pasakunki o sananasuykipak o sasawanchu o ujuchu qosonki?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
¿Tiene dolor en el cuello?,¿Kunkayki nananchu?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
¿Tiene tos por momentos o constante?,¿Uhunki pisitachu o nishutachu?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,formal
"¿Con la tos bota algo y de qué color, blanco, verde, amarillo, con sangre o totalmente con sangre?","¿Uhuspa imata thoqanki, ima colortan, yuractachu, q'omertachu, kellotachu o yawartachu?",9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,formal
"¿Con la tos se agita, no puede respirar bien y si camina se agita o le falta el aire para respirar?","¿Uhunki hina saykunkichu manachu samayta atinki, purinki hina saykunkichu o samay mana kanchu?",8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
¿La tos se acompaña de dolor hacia alguna parte de la espalda?,¿Uhunki hina huasaykichu nanasunki?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
¿Siente que le ronca o le silba el pecho?,¿Uhunki hina ronkankichu o silvankichu?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
¿Tiene agitación por momentos o todo el día?,¿Saik'unki hask'atachu pisillatachu?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,formal
"¿Tiene dolor, punzada, cuando tose, camina o respira profundo?",¿Uhunki hina nanasunki o purinki hina?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
"Quítese la ropa, le voy a examinar","Ch'utikuy p'achaykita, qhawasaq imaynas kashanki",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,formal
¿Se agita cuando camina?,¿Purinki hina ajitakunkichu?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
¿Se despierta ahogándose cuando duerme?,¿Rikch'ankichu puñuspa mana samayta atispa?,7,PROBLEMAS_FUNCIONALES_SUENO,SINTOMAS,dialogo_medico,formal
¿Le duele el pecho cuando camina?,¿Purijtiyki pechoyki nanasunki?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SEGUIMIENTO,dialogo_medico,formal
¿Qué hace para que el dolor pase?,¿Imatan ruwanki chay nanay pasanampaq?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,formal
"Además de dolor, ¿qué otra cosa siente?",¿Nanaymanta imatan sintinki?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
¿Siente que le palpita el pecho?,¿Pechoyki saltakun?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,DIAGNOSTICO,dialogo_medico,formal
Deme su brazo para ver su presión,Apamuy makiykita presion qhawanaypaq,2,DOLOR_LOCALIZADO_ESPECIFICO,DIAGNOSTICO,dialogo_medico,formal
Le voy a examinar su corazón,Sonqoykita qhawasaq imayna kashan,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,formal
Respire / no respire / póngase de costado / siéntese,Samay / ama samaychu / teknemanta churakuy / tiyariy,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,DIAGNOSTICO,dialogo_medico,formal
Ponga suelto el abdomen,Wiksaykita ama kuyuchiychu,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,dialogo_medico,formal
¿Están sus pies hinchados? ¿En la mañana o en la tarde?,¿Chakiyki punkisqachu kashan? ¿Tutamantachu o ch'isintachu?,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,formal
Descúbrase la camisa para examinar su corazón,Kichariy camisaykita sonqoyki qhawanapaq,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,formal
¿Se cansa o se agita cuando camina poca distancia o gran distancia?,¿Purinki hina saykunkichu pisillatachu o mast'atachu?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
"¿Siente que su corazón le palpita rápido o por momentos, a veces o siempre o cuando camina?","¿Sonqoyki utqhayta purinchu, wakinta o sapa kuti o purinki hina?",1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,formal
¿Esa hinchazón ha subido hasta las piernas o la barriga?,¿Chakillaykikama punkisqachu o wiksakama?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,formal
¿Siente el abdomen más hinchado cuando come o después de comer?,¿Wiksayki aswan punkin mikuspa o mikusqanmanta qhipa?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
¿Alguna vez se ha despertado bruscamente a media noche porque le faltaba aire para respirar o estaba tosiendo o estaba agitado?,¿Rikcharinkichu kuskan tuta mana samayta atispa o uhuspa saykuspa?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
¿El dolor en el pecho se ha vuelto permanente?,¿Qhasqo nanayniyki unaymanatañachu nanan?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
¿Es algo como que le aprisionaran o apretaran el pecho?,¿Mat'iykusunquimanchu sonqoykita hina mat'ikun?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
"Cuando le caen mal los alimentos, ¿le dan ganas de arrojar (vomitar), le viene dolor, siente que se hincha el abdomen? ¿Cuánto tiempo dura esta molestia?","¿Mikuyniyki mana allinchu kashan hina aktupakuyta munankichu, nanay hapisunki, wiksayki punkin? Hayk'a unayta nanan?",3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
"Si ha tenido dolor en la boca del estómago (epigastrio), ¿este dolor luego se localiza en el lado derecho y es muy intenso?","Wiksay simipi nanasunkichu, chay nanay paña wiksapi sinch'ita nanan?",3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
¿A los pocos días ese dolor se acompaña de coloración amarilla en los ojos y la piel y hay cambio de color de la orina?,"Pisi p'unchay hinaspa ñawiykik'ello tukunchu, aychaykipis, hisp'aynikipis t'ikran?",9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,dialogo_medico,formal
¿Cómo fue su parto? ¿Dónde y quién la ha atendido?,"¿Imaynatam wacharanki, maypitaq pitas qhawarasunki?",9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,formal
¿Has tenido mucho dolor de cadera?,¿Tekniyki anchata nanasunki?,3,EVALUACION_INTENSIDAD_DOLOR,DIAGNOSTICO,dialogo_medico,formal
¿Le ha visto un ginecólogo? ¿Una vez al año? ¿Cuánto tiempo no lo ha visto o nunca lo hizo?,¿Rikusunkichu warmi doctor sapa watapi? Hayk'akmanta mana rikunki o manaraqchu?,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,dialogo_medico,formal
Voy a tomarle la presión,Presionniykita qhawasaq imayna kashan,5,DIAGNOSTICO_PROCEDIMIENTOS,PREVENCION,dialogo_medico,formal
Traiga a su hijo para vacunarlo,Wawaykita vacunanapaq apamuy,1,SALUD_PEDIATRICA_FAMILIAR,SEGUIMIENTO,dialogo_medico,formal
"Cada mes debes traer a tu hijo para pesarlo, examinarlo","Wawaykita sapa killa apamunki pesanapaq, qhawanapaq",4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,formal
Vaya al laboratorio,Laboratorioman puriy,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,formal
Mañana viene en ayunas,Paqarin hamunki ama mikuspa,4,SEGUIMIENTO_CONTROL_MEDICO,TRATAMIENTO,dialogo_medico,formal
Necesita que le operen,Operasunki tiyan,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,formal
¿Le sacaron radiografía?,¿Radiografiata orqorasunkichu?,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,formal
Le voy a poner suero,Suerota churasayki,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,formal
¿Le ajusta la venda?,¿Mat'isunkichu chumpi?,1,SALUD_PEDIATRICA_FAMILIAR,TRATAMIENTO,dialogo_medico,formal
La herida se puede abrir,Heridayki kicharikunman,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,formal
Se le puede infectar,Q'echakunmanmi,7,PROBLEMAS_FUNCIONALES_SUENO,TRATAMIENTO,dialogo_medico,formal
¿Cómo has estado durmiendo últimamente?,¿Imaynan puñurqanki kay qhipa p'unchawpi?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
¿Has notado cambios en tu apetito?,¿Ima tikraytachu rikurqanki mikhunaykipaq?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,formal
¿Te sientes más cansado de lo normal?,¿As más sayk'usqachu tarikunki sapa kuti kashasqaykimanta?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
¿Tienes problemas para concentrarte?,¿Sasachakunkichu yuyayniykiwan?,7,PROBLEMAS_FUNCIONALES_SUENO,SINTOMAS,dialogo_medico,informal
¿Has tenido dolores de cabeza últimamente?,¿Umayki nanashasunkichu kay qhipa p'unchawpi?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
¿Sientes mareos o vértigo?,¿Umay muyuyta sintishanki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,formal
¿Has tenido problemas de visión?,¿Ñawiypi sasachakuykunata charqanki?,7,PROBLEMAS_FUNCIONALES_SUENO,SINTOMAS,dialogo_medico,formal
¿Tienes dolor de oído?,¿Rinriyki nanashasunkichu?,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,informal
¿Tienes congestión nasal o secreción nasal?,¿Sinqhayki hunt'asqachu icha yakuyuqchu?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,formal
¿Tienes dolor de garganta?,¿Kunkayki nanashasunkichu?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Tienes dificultad para tragar?,¿Sasachakunkichu millp'uyta?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
¿Has notado cambios en tu voz?,¿Rimayniykipi t'ikrayta rikurqanki?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,formal
¿Tienes tos?,¿Uhukushankichu?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
¿Tienes dificultad para respirar?,¿Sasachakunkichu samayta?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
¿Sientes dolor en el pecho?,¿Qhasqoyki nanashasunkichu?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,formal
¿Tienes palpitaciones?,¿Sunquyki phinkiykushanchu?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,informal
¿Tienes hinchazón en los tobillos o las piernas?,¿Chakiyki punkishanchu?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,formal
¿Tienes dolor de estómago?,¿Wiksayki nanashasunkichu?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,formal
¿Tienes náuseas o vómitos?,¿Aqtupakuyta munashankichu?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,formal
¿Tienes diarrea o estreñimiento?,¿Iskaychaychu kashanki icha mana iskaychaychu?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,formal
¿Has notado sangre en las heces?,¿Yawarta rikurqanki iskaychaynikipi?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
